,mean,std,summary
accuracy,0.532608695652174,0.06779384057466535,0.5326 ± 0.0678
precision,0.5070427807028574,0.10050671755992202,0.5070 ± 0.1005
recall,0.5197710199656761,0.051995028803070005,0.5198 ± 0.0520
f1,0.4821704012432518,0.07985336888099345,0.4822 ± 0.0799
roc_auc,0.521959469532821,0.05990512814762794,0.5220 ± 0.0599
log_loss,0.9973706968324041,0.21209414479726493,0.9974 ± 0.2121
