,mean,std,summary
accuracy,0.572463768115942,0.05053358375301872,0.5725 ± 0.0505
precision,0.5772440262295103,0.08138402720332907,0.5772 ± 0.0814
recall,0.5473065797855803,0.04119276898091334,0.5473 ± 0.0412
f1,0.5137637252079503,0.055649936889985756,0.5138 ± 0.0556
roc_auc,0.5699597395595205,0.06349375330309971,0.5700 ± 0.0635
log_loss,0.7922195878465728,0.11948646966411784,0.7922 ± 0.1195
