,mean,std,summary
accuracy,0.6475336322869956,0.025047964204069857,0.6475 ± 0.0250
precision,0.6394166251177538,0.05658669469262986,0.6394 ± 0.0566
recall,0.5816447934092543,0.028098594885105906,0.5816 ± 0.0281
f1,0.5653915961557333,0.03447678615439452,0.5654 ± 0.0345
roc_auc,0.5453066174255391,0.042498228937193905,0.5453 ± 0.0425
log_loss,0.6547257137057871,0.013229438348565449,0.6547 ± 0.0132
