,mean,std,summary
accuracy,0.5442028985507246,0.049867443873295884,0.5442 ± 0.0499
precision,0.5778076032576831,0.10512541798178138,0.5778 ± 0.1051
recall,0.5199155975653589,0.03368805762585099,0.5199 ± 0.0337
f1,0.45663127419972954,0.058803796844147695,0.4566 ± 0.0588
roc_auc,0.5516399464794306,0.06918255580512811,0.5516 ± 0.0692
log_loss,0.6977289753060787,0.04048515078688639,0.6977 ± 0.0405
