,mean,std,summary
accuracy,0.5398550724637682,0.05982448894796351,0.5399 ± 0.0598
precision,0.5247867956682762,0.10532298485361968,0.5248 ± 0.1053
recall,0.5160869249743745,0.04513777875272429,0.5161 ± 0.0451
f1,0.4905271211701251,0.06283386210358105,0.4905 ± 0.0628
roc_auc,0.5327130851015558,0.046553481347720894,0.5327 ± 0.0466
log_loss,0.9835063257159611,0.20179993878391625,0.9835 ± 0.2018
