,mean,std,summary
accuracy,0.7513157894736843,0.0696119458589482,0.7513 ± 0.0696
precision,0.7365531279477332,0.08582529337086897,0.7366 ± 0.0858
recall,0.6824487449388565,0.07503981430750431,0.6824 ± 0.0750
f1,0.6865186331270154,0.08362529519000683,0.6865 ± 0.0836
roc_auc,0.7972261183852208,0.05144447797208203,0.7972 ± 0.0514
log_loss,0.5277848457596684,0.07889754744567097,0.5278 ± 0.0789
