,mean,std,summary
accuracy,0.8289473684210525,0.06360644046096972,0.8289 ± 0.0636
precision,0.8306834183710121,0.07432998814575778,0.8307 ± 0.0743
recall,0.7940970119721388,0.07228762113461012,0.7941 ± 0.0723
f1,0.7979569347400528,0.07558136962881497,0.7980 ± 0.0756
roc_auc,0.9333357949521742,0.037270383593328606,0.9333 ± 0.0373
log_loss,0.3555482561029562,0.11224731155735868,0.3555 ± 0.1122
