,mean,std,summary
accuracy,0.5724637681159421,0.04497794961954406,0.5725 ± 0.0450
precision,0.586650144165932,0.06865050320396142,0.5867 ± 0.0687
recall,0.5535840734584112,0.03482643628772334,0.5536 ± 0.0348
f1,0.5181940706094225,0.05113245184048151,0.5182 ± 0.0511
roc_auc,0.569968771945011,0.06610950162577572,0.5700 ± 0.0661
log_loss,0.7683657930541592,0.09645795668564504,0.7684 ± 0.0965
