,mean,std,summary
accuracy,0.20458333333333334,0.04536039891219746,0.2046 ± 0.0454
precision,0.1680154345148827,0.06156429674160571,0.1680 ± 0.0616
recall,0.2171265344791224,0.03752961901740563,0.2171 ± 0.0375
f1,0.1509853687975724,0.040549964977413804,0.1510 ± 0.0405
roc_auc,0.5665818279744985,0.018750359632865542,0.5666 ± 0.0188
log_loss,1.7889886313592882,0.04041672361158904,1.7890 ± 0.0404
