,mean,std,summary
accuracy,0.23583333333333334,0.04101240719416076,0.2358 ± 0.0410
precision,0.20594414921772378,0.061619583708700715,0.2059 ± 0.0616
recall,0.24196072774706937,0.03577844574815498,0.2420 ± 0.0358
f1,0.18857227654319572,0.04303366850758816,0.1886 ± 0.0430
roc_auc,0.5999787387296754,0.02240098222475829,0.6000 ± 0.0224
log_loss,1.7550188568844234,0.037016584445059536,1.7550 ± 0.0370
