,mean,std,summary
accuracy,0.705829596412556,0.029076181059352314,0.7058 ± 0.0291
precision,0.6930912789004513,0.04089575854828959,0.6931 ± 0.0409
recall,0.675557214418192,0.03660476369733469,0.6756 ± 0.0366
f1,0.6770763714602789,0.03740109559017684,0.6771 ± 0.0374
roc_auc,0.7208586121808429,0.04033688713839127,0.7209 ± 0.0403
log_loss,0.6060533684257058,0.030928241804078306,0.6061 ± 0.0309
