,mean,std,summary
accuracy,0.7098654708520179,0.03952673453384014,0.7099 ± 0.0395
precision,0.721823388231655,0.04547195814942773,0.7218 ± 0.0455
recall,0.66220393997545,0.02879510550122528,0.6622 ± 0.0288
f1,0.6612982646001182,0.037395366065177786,0.6613 ± 0.0374
roc_auc,0.7169319589411016,0.040039357710991146,0.7169 ± 0.0400
log_loss,0.5886002589522352,0.029489384136892005,0.5886 ± 0.0295
