,mean,std,summary
accuracy,0.7121076233183856,0.028196559920999842,0.7121 ± 0.0282
precision,0.7178511845147265,0.04613983586618418,0.7179 ± 0.0461
recall,0.6629107893546713,0.03571359470660264,0.6629 ± 0.0357
f1,0.6634330247462241,0.04036906437215927,0.6634 ± 0.0404
roc_auc,0.7087409386123709,0.038877217387007446,0.7087 ± 0.0389
log_loss,0.596647671887818,0.03339664492047374,0.5966 ± 0.0334
