,mean,std,summary
accuracy,0.3370833333333333,0.04817389006724001,0.3371 ± 0.0482
precision,0.35500701661951256,0.0565156848464746,0.3550 ± 0.0565
recall,0.33815954766566375,0.045085149095366026,0.3382 ± 0.0451
f1,0.3283240352441814,0.04635437634733692,0.3283 ± 0.0464
roc_auc,0.6887193499015722,0.0259884753167819,0.6887 ± 0.0260
log_loss,1.7631046258655914,0.12356132632820775,1.7631 ± 0.1236
