,mean,std,summary
accuracy,0.6448430493273543,0.025308581017895147,0.6448 ± 0.0253
precision,0.6315767947866155,0.04125764318743186,0.6316 ± 0.0413
recall,0.5789554297620186,0.025636812215240407,0.5790 ± 0.0256
f1,0.5613410299915121,0.0417937553365698,0.5613 ± 0.0418
roc_auc,0.5465890894607405,0.040940295173085166,0.5466 ± 0.0409
log_loss,0.6544893536968595,0.013577324041065793,0.6545 ± 0.0136
