,mean,std,summary
accuracy,0.7934210526315789,0.07208140009925071,0.7934 ± 0.0721
precision,0.7901966227811841,0.09119334055621649,0.7902 ± 0.0912
recall,0.7421408741557068,0.09505934472043068,0.7421 ± 0.0951
f1,0.7440594053885837,0.09611791692197408,0.7441 ± 0.0961
roc_auc,0.8928443577073143,0.05706450590379849,0.8928 ± 0.0571
log_loss,0.4182423663173802,0.11430162650137428,0.4182 ± 0.1143
