,mean,std,summary
accuracy,0.7473684210526316,0.06121194230491817,0.7474 ± 0.0612
precision,0.7475012918733721,0.08475558084876057,0.7475 ± 0.0848
recall,0.6746343681391855,0.06617671621238913,0.6746 ± 0.0662
f1,0.6757040902533917,0.08025472186282336,0.6757 ± 0.0803
roc_auc,0.7966040196984671,0.05191424021803041,0.7966 ± 0.0519
log_loss,0.5281991606981346,0.07859706491215089,0.5282 ± 0.0786
