,mean,std,summary
accuracy,0.23625000000000002,0.04510181788584787,0.2363 ± 0.0451
precision,0.2405071404109857,0.10890106397685868,0.2405 ± 0.1089
recall,0.2432435286672065,0.04350471215043978,0.2432 ± 0.0435
f1,0.1968791390740678,0.05190765831904508,0.1969 ± 0.0519
roc_auc,0.6077287896414477,0.029090266194434798,0.6077 ± 0.0291
log_loss,1.7588896052820835,0.04348511364390498,1.7589 ± 0.0435
