,mean,std,summary
accuracy,0.6908071748878922,0.038725372081748005,0.6908 ± 0.0387
precision,0.6649080574531036,0.09726592743148882,0.6649 ± 0.0973
recall,0.6544095279215765,0.04931800417074217,0.6544 ± 0.0493
f1,0.6487684713266164,0.07516365395057223,0.6488 ± 0.0752
roc_auc,0.7040331864395493,0.061382701687114884,0.7040 ± 0.0614
log_loss,0.6149031284439478,0.03237350376082462,0.6149 ± 0.0324
