,mean,std,summary
accuracy,0.5746376811594203,0.0646897889181954,0.5746 ± 0.0647
precision,0.5886057672742735,0.08217742577820165,0.5886 ± 0.0822
recall,0.5525094108023129,0.05207199000729619,0.5525 ± 0.0521
f1,0.5189925724602442,0.0674340172157255,0.5190 ± 0.0674
roc_auc,0.5640331809962735,0.05610493805166972,0.5640 ± 0.0561
log_loss,0.7906642762354867,0.12506684853940392,0.7907 ± 0.1251
