,mean,std,summary
accuracy,0.5202898550724637,0.06828532747472316,0.5203 ± 0.0683
precision,0.48501042460425453,0.09037176496175121,0.4850 ± 0.0904
recall,0.5085350759992024,0.05102593918138982,0.5085 ± 0.0510
f1,0.4646467988139197,0.08051494710165348,0.4646 ± 0.0805
roc_auc,0.5243291308716413,0.0634271226038624,0.5243 ± 0.0634
log_loss,1.0348437927402523,0.21416501468679633,1.0348 ± 0.2142
