,mean,std,summary
accuracy,0.8565789473684211,0.057575929063480705,0.8566 ± 0.0576
precision,0.844053778246713,0.0632197350478659,0.8441 ± 0.0632
recall,0.839638085348278,0.07039903292271968,0.8396 ± 0.0704
f1,0.8353776244018173,0.06731823592630347,0.8354 ± 0.0673
roc_auc,0.9321307170967413,0.040122039135495224,0.9321 ± 0.0401
log_loss,0.3549030529859448,0.15160611969731957,0.3549 ± 0.1516
