,mean,std,summary
accuracy,0.6417040358744395,0.02152564705487123,0.6417 ± 0.0215
precision,0.628226894223199,0.05216923786409742,0.6282 ± 0.0522
recall,0.5801493514161484,0.027992558438646224,0.5801 ± 0.0280
f1,0.5654164749036108,0.032589642798509955,0.5654 ± 0.0326
roc_auc,0.5457959775478469,0.043012887947720756,0.5458 ± 0.0430
log_loss,0.6583040009953696,0.01224408589918286,0.6583 ± 0.0122
