,mean,std,summary
accuracy,0.20124999999999998,0.031907555614041606,0.2012 ± 0.0319
precision,0.16588843228654016,0.06266301791872639,0.1659 ± 0.0627
recall,0.2153187690840947,0.024814338487776057,0.2153 ± 0.0248
f1,0.1448023977927724,0.028397534355966366,0.1448 ± 0.0284
roc_auc,0.5634523525610721,0.024241517714924807,0.5635 ± 0.0242
log_loss,1.7814066614706168,0.02995578915738825,1.7814 ± 0.0300
