,mean,std,summary
accuracy,0.26875000000000004,0.030454044565695323,0.2688 ± 0.0305
precision,0.27540828057344946,0.04867715750785217,0.2754 ± 0.0487
recall,0.268249447864327,0.029705042171634548,0.2682 ± 0.0297
f1,0.23436403578430998,0.036245037661945534,0.2344 ± 0.0362
roc_auc,0.6204457236977869,0.026348583211474385,0.6204 ± 0.0263
log_loss,1.7561787697282516,0.05475844856704669,1.7562 ± 0.0548
