,mean,std,summary
accuracy,0.5398550724637683,0.062357854142599055,0.5399 ± 0.0624
precision,0.507602296471669,0.11833423252607515,0.5076 ± 0.1183
recall,0.5221375140305133,0.05910823826820394,0.5221 ± 0.0591
f1,0.4868924357345521,0.08830148370068315,0.4869 ± 0.0883
roc_auc,0.5335477950217121,0.07930567885010045,0.5335 ± 0.0793
log_loss,0.9765337791715162,0.2695154289187774,0.9765 ± 0.2695
