,mean,std,summary
accuracy,0.5818840579710144,0.051352763444214286,0.5819 ± 0.0514
precision,0.5924271660532201,0.07040175198938449,0.5924 ± 0.0704
recall,0.5569808227697958,0.03947630352099579,0.5570 ± 0.0395
f1,0.525003462343443,0.05611405913178662,0.5250 ± 0.0561
roc_auc,0.5646187766342018,0.058641291823005634,0.5646 ± 0.0586
log_loss,0.789745381494528,0.12357107804240054,0.7897 ± 0.1236
