,mean,std,summary
accuracy,0.5521739130434783,0.049739813195081375,0.5522 ± 0.0497
precision,0.5900034916155511,0.11029258384913687,0.5900 ± 0.1103
recall,0.5242190375836775,0.037172984928346295,0.5242 ± 0.0372
f1,0.4555481267689704,0.061629564789269564,0.4555 ± 0.0616
roc_auc,0.5510676417845142,0.06825900000030125,0.5511 ± 0.0683
log_loss,0.695089531591228,0.04168180103492149,0.6951 ± 0.0417
